Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
MGYG000141365	MAG	3236783	156	33919	47.71	68.28	1.72	0	0	11.56	17	GUT_GENOME201035	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1996016	SRP100518	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000141365.gff.gz
MGYG000141390	MAG	2631479	204	19913	48.34	65.86	2.59	0	0	0	16	GUT_GENOME267886	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS971843	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000141390.gff.gz
MGYG000141431	MAG	3983767	70	124237	46.48	90.1	0.74	0	21.27	0	19	GUT_GENOME285694	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS436834	ERP005534	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000141431.gff.gz
MGYG000141441	MAG	4067585	62	177697	46.65	95.37	2.42	0	0	0	18	GUT_GENOME009205	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS554194	ERP007090	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000141441.gff.gz
MGYG000141477	MAG	3610599	156	36949	47.32	72.76	1.72	0	0	7.15	20	GUT_GENOME266309	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS971780	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000141477.gff.gz
MGYG000141498	MAG	4343844	75	89047	46.67	91.64	0.19	0	0	0	20	GUT_GENOME278657	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS972354	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000141498.gff.gz
MGYG000141533	MAG	3530013	585	7347	46.16	66.54	2.59	0	0	0	10	GUT_GENOME039308	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1066665	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000141533.gff.gz
MGYG000141535	MAG	4202923	44	140223	46.63	97.85	0	0	0	11.56	20	GUT_GENOME203692	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1996016	SRP100518	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000141535.gff.gz
MGYG000141580	MAG	4017884	77	82267	46.33	95.86	0.76	94.96	0	7.86	20	GUT_GENOME027771	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	DRS026605	DRP003048	Japan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000141580.gff.gz
MGYG000141593	MAG	4280961	99	89160	46.51	76.55	0	0	0	0	20	GUT_GENOME253219	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS746742	ERP010700	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000141593.gff.gz
MGYG000141609	MAG	4573174	164	51256	46.42	95.75	4.06	0	0	0	20	GUT_GENOME138234	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS199369	ERP002061	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000141609.gff.gz
MGYG000141665	MAG	4115455	55	137494	46.8	97.06	0.12	0	0	5.26	20	GUT_GENOME100764	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS014313	SRP002163	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000141665.gff.gz
MGYG000141677	MAG	4151471	205	71297	46.77	86.08	4.09	0	66.08	98.6	19	GUT_GENOME227652	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS294813	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000141677.gff.gz
MGYG000141682	MAG	4042563	85	88578	46.82	94.05	4.41	0	0	0	19	GUT_GENOME264445	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	NA	NA	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000141682.gff.gz
MGYG000141695	MAG	3883873	43	132267	46.9	93.03	1.86	0	0	0	19	GUT_GENOME008595	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS554220	ERP007090	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000141695.gff.gz
MGYG000141771	MAG	3399720	211	27675	47.74	74.48	1.72	0	0	0	17	GUT_GENOME279572	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS972414	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000141771.gff.gz
MGYG000141818	MAG	4217249	80	85937	46.63	99.26	0	0	59.82	0	20	GUT_GENOME110593	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS328894	ERP003612	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000141818.gff.gz
MGYG000141829	MAG	3367031	210	30344	46.73	74.65	3.44	0	87.61	73.23	16	GUT_GENOME227917	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS294829	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000141829.gff.gz
MGYG000141852	MAG	3996896	46	183003	46.75	95.16	0.74	0	0	0	20	GUT_GENOME119228	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS396437	ERP004605	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000141852.gff.gz
MGYG000141927	MAG	4689918	219	56595	47.12	89.97	4.98	0	52.9	82.43	20	GUT_GENOME235319	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS476074	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000141927.gff.gz
MGYG000141992	MAG	3665506	74	71981	46.96	89.18	0.5	0	0	0	19	GUT_GENOME203352	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1996016	SRP100518	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000141992.gff.gz
MGYG000142046	MAG	3628441	452	10046	48.79	69.31	3.45	0	0	0	14	GUT_GENOME125217	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1138756	ERP015450	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142046.gff.gz
MGYG000142063	MAG	3866847	47	143924	46.67	79.66	1.72	94.96	0	10.87	18	GUT_GENOME153617	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS475123	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142063.gff.gz
MGYG000142109	MAG	3640275	143	49346	47.24	87.69	1.89	0	0	0	17	GUT_GENOME156229	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS475334	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142109.gff.gz
MGYG000142185	MAG	2981898	45	175430	46.49	60.34	0	0	0	5.26	17	GUT_GENOME016691	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1997056	SRP100575	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142185.gff.gz
MGYG000142211	MAG	3900131	77	78973	46.85	72.76	1.72	0	0	0	15	GUT_GENOME049417	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1295930	ERP022699	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142211.gff.gz
MGYG000142327	MAG	2407134	598	4628	48.69	60.32	1.48	0	0	0	7	GUT_GENOME160805	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1876713	SRP095580	Netherlands	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142327.gff.gz
MGYG000142346	MAG	4083027	197	58046	46.83	88.27	4.65	94.12	99.74	99.83	18	GUT_GENOME230381	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS294987	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142346.gff.gz
MGYG000142374	MAG	4014917	59	129762	46.7	96.39	0.37	0	0	0	18	GUT_GENOME016089	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1997083	SRP100575	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142374.gff.gz
MGYG000142380	MAG	4293603	39	200388	46.57	80.69	0	0	0	0	20	GUT_GENOME129906	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1994030	SRP100446	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142380.gff.gz
MGYG000142426	MAG	4213120	178	70027	46.76	86.14	0.74	0	13.05	67.97	20	GUT_GENOME227986	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS294835	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142426.gff.gz
MGYG000142479	MAG	4595184	95	82419	46.54	95.95	2.32	0	0	9.88	20	GUT_GENOME204599	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1996016	SRP100518	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142479.gff.gz
MGYG000142491	MAG	3692956	80	75767	46.79	92.2	0.5	0	0	0	16	GUT_GENOME040002	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1066685	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142491.gff.gz
MGYG000142587	MAG	4214636	253	67973	47.37	85.62	3.47	93.28	99.74	99.83	18	GUT_GENOME229853	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS294955	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142587.gff.gz
MGYG000142597	MAG	3879726	524	10399	47.08	90	1.67	0	0	0	15	GUT_GENOME207103	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS367853	SRP016067	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142597.gff.gz
MGYG000142672	MAG	4663754	139	56137	46.58	90.82	1.86	0	0	6.39	19	GUT_GENOME228614	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS294877	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142672.gff.gz
MGYG000142676	MAG	4057480	129	73117	47.1	73.42	1.72	0	0	0	17	GUT_GENOME121277	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS396505	ERP004605	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142676.gff.gz
MGYG000142694	MAG	3707357	283	21150	47.2	74.48	0	0	0	0	18	GUT_GENOME278242	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS972337	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142694.gff.gz
MGYG000142733	MAG	4005203	55	125723	46.73	95.3	0.74	0	0	0	20	GUT_GENOME133898	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS199140	ERP002061	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142733.gff.gz
MGYG000142759	MAG	4195729	59	94636	46.67	95.82	0.74	0	0	0	20	GUT_GENOME054251	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS328801	ERP003612	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142759.gff.gz
MGYG000142834	MAG	4067664	81	96260	46.66	75	3.45	0	0	10.8	16	GUT_GENOME049119	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1647290	ERP019674	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142834.gff.gz
MGYG000142836	MAG	3994605	112	52779	46.75	90.93	1.49	0	0	11.56	20	GUT_GENOME205283	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1996016	SRP100518	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142836.gff.gz
MGYG000142907	MAG	3435039	461	9146	47.26	64.14	0	0	0	0	14	GUT_GENOME186125	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1767357	SRP091570	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142907.gff.gz
MGYG000142933	MAG	2848240	491	7887	48.42	61.21	0	0	0	0	8	GUT_GENOME155768	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS475295	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142933.gff.gz
MGYG000142940	MAG	4072639	46	140101	46.63	98.51	0.74	0	0	0	20	GUT_GENOME062029	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS473343	ERP005989	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000142940.gff.gz
MGYG000143006	MAG	3615233	231	25722	47.15	63.28	0	0	0	0	12	GUT_GENOME135008	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS199207	ERP002061	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000143006.gff.gz
MGYG000143027	MAG	4199814	34	350123	46.41	95.17	0	0	0	0	20	GUT_GENOME098349	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1343336	ERP017091	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000143027.gff.gz
MGYG000143031	MAG	3171971	326	13196	48.51	54.31	0	0	0	0	15	GUT_GENOME194775	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1846758	SRP094805	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000143031.gff.gz
MGYG000143164	MAG	3775197	81	91996	46.99	87.49	1.12	0	0	0	18	GUT_GENOME106918	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS871504	SRP056054	Finland	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000143164.gff.gz
MGYG000143210	MAG	3813063	57	164899	46.83	77.93	1.72	0	0	0	18	GUT_GENOME246785	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1066671	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000143210.gff.gz
MGYG000143300	MAG	4287458	150	55678	46.93	96.23	2.35	94.96	0	10.8	18	GUT_GENOME048945	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1647320	ERP019674	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000143300.gff.gz
MGYG000143334	MAG	3944535	70	91703	46.76	90.76	2.35	0	0	10.8	17	GUT_GENOME037063	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1015992	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000143334.gff.gz
MGYG000143536	MAG	3479921	283	17675	47.26	89.09	0.19	0	0	0	18	GUT_GENOME096755	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS584723	SRP040765	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000143536.gff.gz
MGYG000143606	MAG	4563469	59	170772	46.62	95.58	2.35	0	0	0	20	GUT_GENOME138933	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS199391	ERP002061	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000143606.gff.gz
MGYG000143818	MAG	2835616	246	18678	48.39	72.41	0	0	0	0	16	GUT_GENOME241660	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1735449	SRP090628	Estonia	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000143818.gff.gz
MGYG000143823	MAG	3922402	62	104097	46.62	66.21	0.86	94.96	0	10.7	16	GUT_GENOME052335	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS199281	ERP002061	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000143823.gff.gz
MGYG000143869	MAG	2423225	28	210315	46.94	66.09	0.37	0	0	0	16	GUT_GENOME206620	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1996016	SRP100518	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes3/MGYG000143869.gff.gz
